0.44,0.3582,22
0.195,0.113837,431
0.243333,0.316546,441
0.2175,0.29385,506
0.376522,0.343287,605
0.389091,0.261877,623
0.254167,0.351371,627
0.216667,0.146775,683
0.41,0.266175,705
0.274783,0.155091,754
0.430833,0.340808,795
0.363478,0.248539,801
0.138333,0.36195,822
0.231304,0.0772304,920
0.165,0.266804,959
0.0591304,0.17197,981
0.344167,0.160446,985
0.0965217,0.2466,986
0.175833,0.194017,1000
0.233333,0.161079,1005
0.3025,0.190304,1011
0.291304,0.168726,1013
0.396667,0.344546,1027
0.216522,0.0739826,1096
0.318182,0.213009,1096
0.196522,0.145365,1098
0.303333,0.307846,1107
0.68,0.375617,1115
0.172727,0.304627,1162
0.325,0.18845,1162
0.203478,0.1233,1167
0.231667,0.188433,1204
0.233333,0.157963,1248
0.169091,0.122132,1263
0.173333,0.222642,1301
0.321739,0.239465,1317
0.150833,0.223267,1321
0.253333,0.124383,1341
0.196364,0.248309,1349
0.192174,0.053213,1360
0.165,0.301,1406
0.0973913,0.15833,1416
0.16087,0.126548,1421
0.407273,0.289686,1446
0.182222,0.195683,1450
0.364348,0.346539,1461
0.335833,0.226992,1471
0.2225,0.203367,1472
0.373333,0.167304,1495
0.180833,0.187192,1501
0.196522,0.168726,1510
0.26,0.264308,1526
0.1275,0.409212,1529
0.220833,0.36195,1530
0.3,0.172888,1536
0.144348,0.221935,1538
0.1775,0.353242,1543
0.186957,0.277752,1550
0.2,0.160296,1562
0.316522,0.260883,1589
0.226957,0.1869,1600
0.134783,0.188839,1605
0.204348,0.0895652,1606
0.416667,0.118792,1607
0.285833,0.1418,1623
0.399167,0.507463,1635
0.292174,0.208317,1650
0.336667,0.219521,1683
0.198333,0.225754,1685
0.268333,0.217646,1685
0.253043,0.1843,1693
0.211304,0.127839,1708
0.271667,0.0454083,1712
0.189091,0.10855,1746
0.265833,0.407346,1749
0.245833,0.133083,1787
0.414167,0.388067,1795
0.255833,0.350754,1796
0.295652,0.250496,1807
0.285217,0.223235,1812
0.266087,0.291374,1815
0.456667,0.136829,1817
0.344348,0.179117,1834
0.633913,0.192748,1842
0.266667,0.216425,1851
0.285,0.243787,1865
0.261739,0.341352,1872
0.295833,0.22015,1891
0.415,0.417908,1913
0.221739,0.094113,1917
0.261667,0.195904,1927
0.261667,0.203346,1944
0.273043,0.329665,1951
0.2825,0.186571,1969
0.316522,0.23297,1977
0.1625,0.199638,1977
0.223478,0.129796,1985
0.599167,0.0970208,1996
0.264348,0.212204,2028
0.5025,0.274879,2034
0.325217,0.136926,2046
0.317391,0.184309,2056
0.384167,0.251871,2077
0.430435,0.288783,2077
0.254167,0.350133,2114
0.318261,0.251791,2115
0.346957,0.234261,2121
0.329167,0.220775,2132
0.2925,0.12065,2133
0.335,0.307833,2134
0.4125,0.250617,2162
0.224167,0.289796,2169
0.274167,0.131221,2177
0.365217,0.203117,2192
0.373333,0.274246,2209
0.264167,0.230725,2210
0.3,0.258708,2227
0.15,0.365671,2236
0.315,0.197146,2252
0.278333,0.376871,2277
0.37,0.192167,2294
0.19,0.231358,2298
0.29913,0.293961,2302
0.166667,0.251258,2311
0.1075,0.1847,2368
0.224167,0.0989,2376
0.609167,0.0783667,2395
0.343478,0.125248,2402
0.543333,0.24815,2416
0.384348,0.270604,2417
0.248333,0.119412,2423
0.541739,0.243339,2424
0.245833,0.1505,2424
0.3025,0.226996,2425
0.34,0.0528708,2425
0.41,0.292296,2429
0.238333,0.169779,2431
0.218333,0.110708,2432
0.3425,0.133083,2455
0.3325,0.207721,2471
0.435833,0.230104,2475
0.41,0.220154,2485
0.18,0.187183,2493
0.265833,0.209571,2496
0.440833,0.335825,2566
0.4625,0.232583,2594
0.414167,0.328996,2633
0.47,0.197763,2659
0.428333,0.2214,2660
0.28,0.253112,2689
0.441667,0.22575,2703
0.54,0.343943,2710
0.215833,0.154846,2729
0.290833,0.421642,2732
0.258333,0.243167,2739
0.220833,0.0665417,2743
0.415,0.209579,2744
0.4475,0.138054,2765
0.375,0.0988958,2792
0.256667,0.133721,2802
0.390833,0.263063,2808
0.264167,0.121896,2832
0.573333,0.212692,2843
0.426667,0.146767,2895
0.589167,0.141787,2913
0.458333,0.258092,2914
