0,0,2
1,0,5
0,1,6
2,0,8
1,1,9
0,2,10
3,0,11
2,1,12
1,2,13
0,3,14
4,0,14
3,1,15
2,2,16
1,3,17
5,0,17
0,4,18
4,1,18
3,2,19
2,3,20
6,0,20
1,4,21
5,1,21
0,5,22
4,2,22
3,3,23
7,0,23
2,4,24
6,1,24
1,5,25
5,2,25
0,6,26
4,3,26
8,0,26
3,4,27
7,1,27
2,5,28
6,2,28
1,6,29
5,3,29
9,0,29
0,7,30
4,4,30
8,1,30
3,5,31
7,2,31
2,6,32
6,3,32
10,0,32
1,7,33
5,4,33
9,1,33
0,8,34
4,5,34
8,2,34
3,6,35
7,3,35
2,7,36
6,4,36
10,1,36
1,8,37
5,5,37
9,2,37
0,9,38
4,6,38
8,3,38
3,7,39
7,4,39
2,8,40
6,5,40
10,2,40
1,9,41
5,6,41
9,3,41
0,10,42
4,7,42
8,4,42
3,8,43
7,5,43
2,9,44
6,6,44
10,3,44
1,10,45
5,7,45
9,4,45
4,8,46
8,5,46
3,9,47
7,6,47
2,10,48
6,7,48
10,4,48
5,8,49
9,5,49
4,9,50
8,6,50
3,10,51
7,7,51
6,8,52
10,5,52
5,9,53
9,6,53
4,10,54
8,7,54
7,8,55
6,9,56
10,6,56
5,10,57
9,7,57
8,8,58
7,9,59
6,10,60
10,7,60
9,8,61
8,9,62
7,10,63
10,8,64
9,9,65
8,10,66
10,9,68
9,10,69
10,10,72
